problem_clarity_score,market_need_score,founder_market_fit_score,ai_fit_score,business_potential_score,validation_score,confidence,eye_contact,speaking_speed,filler_words,clarity,energy,qna_quality_score,pitch_length_words,has_clear_customer,has_business_model,has_competition_awareness,has_go_to_market,has_revenue_model,investor_readiness_score
63.48,31.0,39.57,38.93,64.81,47.35,62.87,57.1,124.0,5.0,59.29,61.54,74.0,216,0,0.0,0,1.0,0.0,48.62
67.14,58.3,70.8,84.14,84.26,68.05,56.89,53.93,120.0,3.0,50.04,39.63,59.33,343,1,1.0,0,1.0,1.0,76.34
83.6,52.74,64.01,84.22,68.11,74.42,91.78,61.11,148.0,7.0,73.07,57.06,85.74,257,0,1.0,0,1.0,0.0,66.79
47.08,40.55,52.37,48.35,36.87,36.07,54.02,42.06,136.0,10.0,32.5,53.04,36.29,228,0,0.0,1,0.0,1.0,37.9
75.84,28.88,49.17,60.35,29.89,43.57,55.36,53.78,135.0,5.0,48.55,68.42,37.69,158,0,0.0,0,0.0,0.0,43.34
71.92,79.27,61.71,45.39,54.64,60.42,56.54,65.73,153.0,9.0,65.01,79.58,26.89,222,1,0.0,1,0.0,0.0,52.25
98.74,68.08,55.82,58.51,82.25,78.56,65.76,65.56,138.0,5.0,76.72,61.15,67.07,199,0,1.0,0,1.0,1.0,75.2
53.38,16.91,65.82,32.9,65.08,41.9,49.23,41.43,125.0,21.0,16.21,31.51,22.34,274,0,1.0,0,1.0,0.0,26.29
79.82,49.27,30.67,62.94,53.68,47.58,56.52,42.67,141.0,8.0,74.88,54.78,56.09,268,0,0.0,0,0.0,0.0,50.06
95.7,76.49,75.39,79.38,71.58,75.49,78.63,62.69,129.0,3.0,80.15,50.93,60.95,256,1,0.0,0,0.0,0.0,67.27
66.34,65.22,41.44,58.95,68.56,57.5,44.41,51.72,152.0,11.0,48.51,47.11,54.44,310,1,1.0,1,1.0,1.0,60.97
67.16,27.26,63.55,61.2,53.54,57.35,59.97,64.63,139.0,3.0,84.68,67.39,82.51,139,0,0.0,0,0.0,1.0,50.45
80.16,44.41,56.33,91.55,85.1,61.43,43.91,33.68,118.0,11.0,48.81,33.39,79.41,318,0,1.0,0,0.0,0.0,50.31
72.52,39.63,44.81,76.75,60.05,48.95,40.48,14.6,138.0,16.0,34.05,28.81,45.57,268,0,0.0,0,0.0,1.0,32.09
65.09,60.22,37.89,46.02,67.94,48.05,48.68,54.73,122.0,5.0,56.4,39.96,49.0,274,0,0.0,1,1.0,0.0,51.69
73.89,43.16,54.82,48.0,64.93,52.7,57.37,96.36,156.0,4.0,69.01,74.61,49.17,133,0,0.0,0,0.0,1.0,57.64
82.72,45.57,73.78,50.82,77.14,78.99,43.41,21.63,134.0,12.0,34.75,31.9,47.04,307,0,0.0,1,1.0,0.0,45.65
45.23,29.74,30.12,83.27,52.49,42.28,63.62,44.04,150.0,12.0,37.8,69.85,38.8,227,0,0.0,0,0.0,0.0,29.31
69.39,75.64,55.22,46.43,59.26,64.03,46.71,30.73,125.0,7.0,39.06,55.08,65.92,213,1,0.0,0,0.0,0.0,63.74
48.85,62.91,59.34,40.33,66.93,53.6,64.88,69.7,136.0,4.0,57.41,49.62,52.69,261,1,1.0,0,0.0,0.0,54.34
,69.43,46.41,62.89,69.88,59.38,77.53,76.84,148.0,2.0,86.24,76.05,90.23,191,0,0.0,1,1.0,1.0,74.0
70.65,87.78,59.09,48.25,71.16,71.22,77.99,74.02,138.0,4.0,72.63,63.92,,238,1,0.0,1,0.0,0.0,68.97
78.65,75.62,75.01,87.75,62.83,74.05,68.56,43.07,123.0,9.0,58.53,51.59,64.38,270,1,0.0,0,0.0,0.0,57.98
77.79,60.74,82.8,67.01,65.58,69.31,81.6,74.84,154.0,4.0,72.24,75.01,58.22,260,0,1.0,1,,0.0,69.48
100.0,61.08,60.58,88.78,67.63,70.79,72.09,69.96,145.0,8.0,63.06,59.04,71.91,396,0,1.0,0,0.0,0.0,59.85
45.06,56.23,32.18,60.99,41.21,41.01,50.79,68.14,118.0,4.0,63.39,70.17,46.49,208,1,0.0,0,0.0,0.0,43.01
68.49,57.36,39.1,74.05,69.2,58.93,91.55,81.41,136.0,5.0,67.33,83.84,68.82,265,0,1.0,0,1.0,1.0,79.57
100.0,68.58,58.44,79.2,95.91,76.33,73.1,71.13,125.0,1.0,68.04,64.75,66.91,205,0,1.0,1,1.0,0.0,89.9
59.68,53.81,34.3,39.35,48.71,59.03,65.97,78.64,130.0,9.0,62.45,45.85,65.6,211,0,0.0,0,0.0,0.0,39.87
69.78,83.13,27.58,56.98,98.52,70.23,60.33,49.79,130.0,3.0,45.16,72.09,65.73,270,1,1.0,1,1.0,1.0,69.5
76.02,42.79,61.88,62.93,54.45,52.11,75.33,51.06,136.0,6.0,64.59,51.83,69.14,161,0,0.0,0,0.0,0.0,55.19
54.06,28.76,51.04,78.26,62.43,40.4,84.99,69.25,116.0,10.0,63.79,73.07,49.9,257,0,0.0,0,0.0,1.0,44.31
68.22,53.56,50.69,50.42,57.82,51.63,61.45,74.58,131.0,3.0,82.85,57.16,63.06,268,0,0.0,0,0.0,1.0,61.62
86.14,62.97,61.88,72.3,73.55,60.94,64.99,82.67,156.0,,71.73,81.23,57.32,259,0,0.0,0,1.0,1.0,70.05
51.16,47.67,57.55,95.74,89.28,55.45,55.23,57.02,169.0,9.0,44.62,43.5,64.95,207,0,0.0,0,,1.0,51.54
62.63,35.77,67.14,73.18,51.16,46.52,84.72,78.07,121.0,0.0,82.75,67.07,67.81,243,0,0.0,1,0.0,0.0,61.12
71.99,48.1,73.82,59.59,79.44,60.54,69.08,77.19,159.0,7.0,73.65,69.79,66.84,356,0,1.0,0,1.0,0.0,57.6
59.26,56.46,63.04,77.12,61.48,55.68,46.57,33.41,,9.0,59.05,60.36,49.1,276,0,0.0,0,0.0,0.0,42.91
18.9,50.7,59.88,49.79,45.4,41.19,54.31,64.16,134.0,7.0,51.71,67.2,39.24,201,1,0.0,0,0.0,0.0,33.54
61.62,83.59,29.77,68.94,56.01,55.27,71.05,52.01,149.0,3.0,43.02,53.6,57.08,281,1,0.0,0,0.0,1.0,54.22
63.42,45.54,36.93,68.86,79.89,47.68,72.85,57.59,158.0,2.0,84.35,49.94,74.55,282,0,1.0,0,0.0,0.0,56.08
65.89,45.68,52.99,61.73,77.33,63.29,62.98,52.88,131.0,21.0,60.59,62.56,52.63,353,0,1.0,0,0.0,1.0,53.39
68.96,79.33,44.71,76.9,68.3,65.41,59.74,66.78,155.0,13.0,62.11,67.49,73.59,379,1,0.0,0,1.0,1.0,66.33
43.02,39.83,8.69,66.48,53.05,33.02,73.98,76.6,137.0,3.0,71.42,72.43,60.2,200,0,0.0,0,1.0,0.0,45.36
69.28,60.88,47.15,54.29,67.48,51.88,71.88,81.91,157.0,9.0,54.68,57.95,37.35,260,0,0.0,0,0.0,0.0,58.63
63.84,10.01,72.05,86.29,50.12,39.53,54.16,25.61,165.0,6.0,45.21,50.33,36.24,143,0,0.0,0,0.0,0.0,31.75
78.69,44.77,55.66,55.37,69.92,48.71,59.24,65.63,161.0,7.0,44.04,51.93,73.16,294,0,1.0,0,1.0,0.0,56.43
60.06,70.35,37.62,82.71,55.17,61.75,70.35,58.58,134.0,1.0,63.32,65.32,61.43,222,0,0.0,0,0.0,0.0,54.74
89.11,49.82,58.44,78.42,59.95,68.32,82.98,81.1,152.0,4.0,57.08,54.7,58.89,222,0,0.0,0,0.0,1.0,56.16
50.4,27.78,45.55,55.52,58.07,39.11,50.39,49.51,129.0,10.0,56.49,57.5,37.56,281,0,1.0,0,0.0,0.0,38.99
63.07,21.93,53.12,85.36,57.13,56.45,89.31,86.04,122.0,0.0,85.87,83.01,69.85,210,0,0.0,0,0.0,0.0,48.45
86.47,68.91,57.42,93.46,61.89,71.58,88.42,60.56,138.0,0.0,83.68,76.72,85.42,237,1,0.0,0,0.0,0.0,78.87
50.87,19.78,29.41,70.14,43.58,37.66,61.72,41.33,153.0,7.0,54.97,53.78,,124,0,0.0,0,0.0,0.0,23.42
63.69,46.76,31.15,42.02,36.56,48.4,78.7,59.91,136.0,14.0,54.88,68.27,50.79,186,0,0.0,0,1.0,0.0,43.13
94.02,72.4,70.76,88.05,75.9,78.87,68.14,30.29,166.0,6.0,61.42,59.91,45.4,299,1,0.0,1,,1.0,76.22
94.02,46.09,77.34,71.68,52.39,66.02,48.95,44.95,138.0,7.0,68.22,74.06,49.29,182,0,0.0,1,0.0,1.0,60.09
66.36,18.61,65.44,50.86,61.14,47.22,74.23,86.28,121.0,8.0,71.8,79.75,53.07,258,0,0.0,0,1.0,0.0,47.32
57.43,37.37,71.38,73.69,60.09,53.04,72.34,69.95,135.0,3.0,51.21,61.38,60.76,284,1,1.0,0,0.0,1.0,63.9
64.1,64.06,37.25,45.17,50.27,41.5,69.53,53.13,128.0,7.0,54.97,72.2,57.07,140,0,0.0,0,0.0,1.0,47.31
75.66,24.03,68.2,49.47,59.36,47.73,86.19,87.49,166.0,8.0,76.6,66.53,79.42,357,0,1.0,0,1.0,1.0,70.08
52.35,20.44,46.78,33.27,53.07,49.83,74.31,93.14,149.0,6.0,55.13,67.34,45.84,254,0,0.0,0,1.0,0.0,31.43
49.06,45.71,53.21,84.76,48.18,43.89,71.06,63.12,139.0,10.0,46.83,74.7,54.12,200,0,0.0,0,0.0,0.0,40.38
66.54,79.31,23.0,51.27,65.84,44.47,85.12,81.36,155.0,4.0,62.84,53.57,62.31,233,1,0.0,1,0.0,0.0,57.15
59.28,77.6,7.43,49.13,87.58,58.89,58.5,86.4,124.0,11.0,,50.28,44.14,185,1,1.0,1,1.0,1.0,68.14
48.19,12.86,48.62,48.36,62.23,40.66,72.15,68.22,120.0,6.0,67.61,65.89,65.19,124,0,1.0,0,0.0,0.0,36.25
63.01,51.51,51.26,78.22,55.76,56.01,51.23,47.19,114.0,0.0,58.22,56.8,70.36,281,0,0.0,0,0.0,0.0,45.59
33.34,27.49,41.11,22.78,52.73,32.8,41.5,55.04,103.0,6.0,54.82,64.21,40.94,170,1,0.0,0,0.0,0.0,24.76
55.67,32.54,49.39,51.75,72.55,53.37,44.93,42.85,117.0,11.0,57.38,60.82,45.36,192,0,1.0,0,0.0,1.0,48.86
95.89,75.16,55.2,87.06,91.38,84.77,77.73,59.96,151.0,3.0,53.35,29.57,86.7,199,1,1.0,0,1.0,1.0,81.46
91.52,38.5,80.75,75.3,61.86,61.98,47.34,40.66,150.0,15.0,41.55,34.68,55.38,321,1,0.0,0,1.0,0.0,47.06
74.65,41.82,49.19,70.62,53.11,57.23,70.65,71.34,124.0,3.0,74.16,56.65,51.04,219,0,0.0,0,0.0,0.0,50.02
70.35,47.12,35.63,51.07,40.81,54.05,,67.12,104.0,1.0,71.45,45.92,60.8,250,1,0.0,0,0.0,0.0,43.01
87.13,70.64,25.82,100.0,79.0,61.94,42.99,36.6,129.0,18.0,42.8,45.06,46.24,293,1,0.0,1,1.0,1.0,59.8
62.7,0.0,54.62,49.69,32.77,45.5,59.13,59.04,147.0,11.0,46.28,65.4,41.01,233,0,0.0,0,0.0,0.0,23.26
61.58,37.79,41.69,45.69,50.75,51.88,63.38,45.18,154.0,8.0,57.64,71.13,47.53,224,0,0.0,0,1.0,0.0,41.07
56.24,45.38,38.3,49.83,69.09,40.76,64.33,59.33,143.0,8.0,61.27,70.19,45.63,227,0,1.0,0,0.0,1.0,56.71
56.83,39.23,63.87,53.79,78.07,63.33,43.12,36.85,118.0,4.0,56.47,43.8,61.26,178,0,0.0,0,0.0,1.0,55.74
72.91,70.61,49.09,58.28,76.95,55.56,59.78,36.1,151.0,5.0,55.26,58.66,52.35,136,0,0.0,1,1.0,0.0,52.0
88.07,55.85,50.11,80.55,70.15,59.87,67.2,43.96,146.0,7.0,70.21,66.37,63.16,184,1,0.0,0,1.0,0.0,61.3
67.08,,78.61,42.97,48.68,60.29,51.07,38.81,150.0,10.0,55.49,45.32,64.03,347,1,0.0,0,0.0,0.0,48.94
83.9,85.02,70.92,85.53,99.75,85.45,68.92,64.88,124.0,2.0,59.56,52.59,67.45,405,1,1.0,1,1.0,0.0,87.6
70.79,0.0,65.92,54.72,61.15,46.34,76.52,60.34,150.0,5.0,55.88,56.09,45.24,80,0,0.0,0,0.0,1.0,34.06
77.06,70.6,56.73,59.63,78.02,61.8,70.3,72.81,155.0,2.0,69.75,56.52,73.37,302,0,1.0,0,1.0,0.0,71.23
84.83,66.07,81.92,97.23,76.21,72.71,66.0,55.03,115.0,9.0,,50.36,64.19,202,1,1.0,0,0.0,0.0,69.95
54.36,49.07,53.23,81.55,38.07,,94.34,76.8,132.0,2.0,82.05,88.31,86.24,348,0,0.0,0,0.0,0.0,57.93
95.6,40.78,60.61,95.8,72.33,71.05,49.6,52.81,109.0,9.0,50.77,45.73,67.11,155,0,0.0,0,0.0,0.0,43.43
,50.28,53.76,49.41,54.14,51.86,69.63,72.23,125.0,8.0,71.27,81.6,65.53,269,0,0.0,0,1.0,0.0,60.56
90.67,56.55,67.99,64.87,79.21,64.7,35.65,33.54,133.0,12.0,34.65,25.46,,274,1,0.0,0,1.0,0.0,56.57
50.62,47.8,32.88,77.31,38.14,34.63,54.61,100.0,112.0,11.0,78.43,86.67,61.55,237,0,0.0,1,0.0,0.0,35.02
48.1,31.21,64.69,54.13,62.89,43.76,36.38,34.48,155.0,9.0,31.41,21.44,41.05,265,0,0.0,0,0.0,1.0,28.94
67.47,33.4,64.5,45.91,55.73,50.34,93.49,81.67,163.0,9.0,62.22,91.96,43.77,142,0,0.0,0,0.0,0.0,45.28
73.74,54.08,55.86,77.87,39.85,,50.03,46.68,135.0,8.0,54.79,65.47,48.62,309,0,0.0,0,0.0,0.0,44.91
96.22,40.4,90.93,79.3,62.13,58.72,100.0,75.09,132.0,1.0,72.58,66.27,78.54,206,0,0.0,0,1.0,1.0,71.06
40.85,53.67,45.31,61.24,74.47,55.26,53.9,86.97,137.0,6.0,40.65,87.57,40.33,107,0,0.0,0,1.0,0.0,44.16
58.72,81.41,43.71,40.06,36.12,46.53,56.86,63.34,164.0,12.0,49.54,74.64,75.71,198,1,0.0,1,0.0,0.0,53.96
83.07,51.65,86.67,73.48,74.25,61.23,51.44,73.73,148.0,7.0,68.33,52.07,55.93,233,1,0.0,0,0.0,1.0,61.02
86.58,38.81,58.91,85.56,54.79,68.64,68.94,56.07,107.0,9.0,61.27,68.75,70.01,321,0,0.0,0,1.0,1.0,47.62
73.63,74.81,12.19,56.93,89.09,63.44,78.73,47.44,100.0,2.0,73.74,53.09,79.77,277,0,0.0,0,1.0,0.0,59.74
73.76,33.63,50.67,84.27,60.63,59.98,63.71,64.11,123.0,4.0,71.27,56.15,67.48,246,0,0.0,0,0.0,1.0,54.43
69.8,72.94,81.1,60.42,75.19,71.77,47.34,53.47,136.0,10.0,48.48,24.26,55.05,214,1,0.0,0,1.0,0.0,61.78
67.88,78.83,40.43,69.16,76.33,70.27,62.29,69.03,108.0,,55.94,79.11,65.83,333,1,0.0,1,1.0,0.0,59.74
53.01,62.49,70.51,94.22,72.96,67.39,60.08,64.77,135.0,11.0,53.36,35.27,57.57,289,1,1.0,0,0.0,1.0,64.23
73.1,67.4,55.57,54.77,69.37,59.71,57.02,55.34,108.0,5.0,62.4,37.29,56.47,270,1,0.0,1,0.0,1.0,67.44
43.64,40.62,59.23,67.45,52.73,40.38,61.94,70.09,139.0,5.0,44.91,66.74,36.67,280,0,0.0,0,0.0,0.0,35.43
88.5,23.82,56.88,80.14,62.66,,60.93,42.65,142.0,9.0,58.29,66.48,51.11,215,0,0.0,0,1.0,0.0,43.03
78.03,40.56,58.36,63.02,49.98,53.89,57.3,39.65,169.0,9.0,63.65,52.4,43.52,363,0,1.0,0,0.0,0.0,47.75
63.9,46.25,44.52,57.0,62.32,44.55,63.12,74.69,136.0,1.0,77.35,82.06,56.55,249,0,0.0,1,0.0,0.0,57.03
28.21,32.82,37.67,33.84,16.8,23.35,47.92,56.44,130.0,9.0,56.2,79.59,,244,0,0.0,0,0.0,,15.67
68.38,39.81,29.18,64.96,76.52,49.7,47.39,64.0,161.0,9.0,51.71,47.93,53.41,263,0,1.0,0,0.0,1.0,51.63
88.01,42.28,58.85,65.69,86.25,72.24,58.15,48.17,150.0,10.0,51.48,49.76,45.4,260,0,1.0,0,1.0,1.0,57.93
68.38,47.85,29.53,42.39,52.25,37.86,72.37,84.57,141.0,5.0,57.35,79.86,43.73,354,0,0.0,1,0.0,0.0,51.1
79.77,52.68,65.64,81.4,75.14,65.22,56.62,39.06,132.0,9.0,61.8,52.97,50.06,214,0,0.0,0,0.0,1.0,52.59
66.58,48.68,60.51,56.25,61.71,47.96,84.65,66.69,172.0,1.0,74.2,83.27,64.01,200,0,1.0,0,0.0,0.0,53.66
60.79,92.1,49.15,46.24,62.16,,53.41,65.67,124.0,7.0,60.34,51.34,52.77,193,1,0.0,1,1.0,0.0,57.08
94.9,96.83,39.21,79.84,82.01,80.84,54.87,43.69,111.0,2.0,64.02,22.0,76.05,430,1,1.0,1,1.0,1.0,81.42
53.5,60.4,34.71,56.39,71.82,46.26,77.33,89.43,137.0,1.0,73.4,67.82,61.42,281,0,1.0,1,0.0,1.0,57.31
81.45,62.86,40.01,54.76,45.75,54.38,100.0,100.0,138.0,0.0,73.76,87.47,71.42,165,1,0.0,1,0.0,0.0,70.91
78.03,81.47,66.0,55.41,77.3,70.69,58.41,45.92,160.0,6.0,43.14,66.44,47.63,253,1,0.0,1,1.0,1.0,69.2
61.16,59.45,16.64,58.01,50.77,50.47,43.28,52.03,139.0,11.0,48.02,61.25,43.74,225,1,0.0,0,0.0,0.0,39.64
47.96,39.04,72.04,72.61,36.36,44.59,69.43,64.29,156.0,6.0,68.05,71.38,43.42,150,0,0.0,0,0.0,0.0,42.06
53.53,33.17,61.2,69.33,56.34,56.24,,55.67,92.0,4.0,55.37,59.7,59.37,246,0,0.0,0,0.0,0.0,40.3
62.75,42.85,17.04,28.71,42.88,,72.26,84.12,134.0,1.0,82.58,71.88,65.82,198,0,0.0,1,0.0,1.0,47.28
73.3,56.27,63.88,66.75,71.31,64.99,70.94,59.06,166.0,8.0,62.39,35.27,48.8,250,0,1.0,0,0.0,0.0,64.5
75.63,44.68,59.79,74.05,55.96,56.08,100.0,65.92,124.0,2.0,92.89,63.79,76.33,145,0,0.0,0,0.0,0.0,58.67
62.85,46.61,32.69,30.64,37.36,46.94,65.79,47.28,134.0,8.0,43.25,36.97,50.49,195,0,0.0,0,1.0,0.0,37.06
74.97,52.87,67.58,53.51,85.94,75.89,64.83,50.28,154.0,6.0,72.38,40.0,80.1,200,1,0.0,0,1.0,,63.91
71.47,40.95,72.3,52.62,78.38,57.96,100.0,73.07,135.0,1.0,76.65,62.46,63.36,442,1,1.0,0,0.0,1.0,67.32
70.51,62.27,51.84,69.67,63.78,59.33,66.54,49.34,153.0,7.0,60.51,48.64,52.34,80,0,0.0,0,0.0,0.0,38.85
57.23,29.7,78.21,96.32,54.39,51.47,61.26,60.05,128.0,12.0,48.34,72.46,55.47,161,0,0.0,0,0.0,0.0,34.18
81.18,88.96,48.85,50.91,81.87,65.88,76.94,71.32,140.0,1.0,77.84,78.62,64.34,277,1,1.0,1,0.0,1.0,74.65
57.4,19.57,32.7,64.49,48.26,34.84,57.01,51.23,150.0,5.0,63.62,72.69,43.85,171,0,0.0,0,0.0,0.0,39.23
44.72,33.81,49.86,39.74,62.21,42.73,45.15,43.64,117.0,7.0,24.26,34.2,35.0,272,0,1.0,0,1.0,1.0,48.78
64.77,53.02,42.59,49.57,60.41,47.05,55.08,34.25,123.0,9.0,53.5,49.64,55.43,188,0,1.0,1,0.0,1.0,54.95
92.76,37.27,60.9,92.01,72.96,59.8,57.69,69.98,154.0,3.0,52.1,83.9,66.97,305,1,1.0,0,0.0,1.0,63.06
52.01,63.25,48.75,93.55,44.39,34.05,86.31,57.26,128.0,13.0,48.26,61.53,53.38,305,1,0.0,0,0.0,1.0,53.95
37.89,60.57,33.49,58.92,39.65,50.45,80.34,68.87,143.0,13.0,63.24,70.12,58.82,80,0,0.0,0,0.0,0.0,35.65
53.67,31.88,16.2,59.35,74.06,51.3,41.95,58.48,153.0,1.0,69.29,74.59,57.42,167,0,0.0,0,0.0,1.0,47.41
63.06,26.64,45.17,65.45,51.62,49.21,58.4,16.4,140.0,8.0,45.05,41.95,52.46,177,0,0.0,0,0.0,0.0,36.36
100.0,54.8,75.24,82.23,62.19,65.48,51.31,60.87,142.0,11.0,50.44,50.84,56.98,387,0,1.0,0,1.0,0.0,68.13
75.68,51.3,49.44,71.98,60.76,49.77,100.0,92.77,172.0,2.0,73.97,69.7,81.05,257,1,0.0,0,0.0,0.0,57.96
71.01,83.35,60.2,76.68,84.27,60.73,,72.4,184.0,8.0,65.15,86.58,57.73,215,0,1.0,1,1.0,1.0,71.22
79.09,49.73,77.15,94.61,55.51,68.21,89.39,58.34,145.0,6.0,64.6,78.03,68.81,223,0,0.0,0,0.0,0.0,61.96
62.94,58.38,35.14,50.82,51.58,57.31,66.14,66.86,132.0,3.0,77.24,55.34,52.58,112,0,,0,0.0,0.0,43.67
72.74,19.3,47.51,55.0,22.78,42.09,55.43,31.49,153.0,9.0,41.79,42.46,40.73,312,0,0.0,0,0.0,0.0,35.53
58.49,42.61,58.29,54.3,49.15,54.45,50.32,58.02,123.0,7.0,45.28,39.65,37.1,229,0,0.0,0,0.0,0.0,36.65
,29.99,68.27,86.07,70.94,59.07,99.56,65.32,167.0,1.0,87.21,77.57,71.97,228,0,0.0,0,1.0,0.0,58.9
33.23,22.72,13.99,68.69,26.05,21.93,44.37,56.54,126.0,13.0,56.87,53.1,41.61,208,0,0.0,1,0.0,0.0,17.44
53.07,72.8,72.31,90.0,55.71,67.9,48.08,45.2,129.0,4.0,51.22,34.08,29.12,208,1,0.0,1,0.0,0.0,54.09
49.87,0.0,42.4,63.16,34.45,37.68,47.63,63.92,118.0,9.0,48.91,34.45,40.08,168,0,1.0,0,0.0,0.0,19.27
83.5,65.26,61.63,81.26,64.31,60.55,59.21,43.94,123.0,5.0,54.16,67.97,55.89,187,0,0.0,0,0.0,1.0,62.61
92.19,67.5,66.41,99.28,82.14,79.38,70.05,62.19,161.0,12.0,45.43,38.45,62.91,328,0,1.0,1,0.0,1.0,65.29
62.4,47.12,36.76,92.23,61.85,51.27,98.8,64.31,150.0,1.0,88.65,100.0,56.07,207,0,0.0,0,0.0,0.0,58.57
59.49,49.83,52.38,30.15,55.8,47.68,56.02,60.36,137.0,7.0,58.31,70.46,61.26,226,0,0.0,0,0.0,0.0,54.32
82.13,88.58,51.2,76.25,67.99,72.18,40.47,66.86,172.0,9.0,41.6,63.17,62.12,315,0,0.0,1,1.0,0.0,62.34
85.83,52.4,58.33,32.85,56.73,60.42,63.4,67.18,141.0,5.0,71.84,65.71,73.05,308,0,1.0,0,0.0,0.0,58.64
62.36,55.87,23.06,71.0,44.0,52.29,62.08,42.85,138.0,5.0,80.39,83.83,54.23,197,1,0.0,0,0.0,0.0,57.41
48.86,83.32,27.1,59.47,59.62,47.32,53.53,47.13,,2.0,54.97,31.84,51.83,249,0,0.0,0,0.0,0.0,41.24
23.47,32.68,50.86,41.12,61.33,40.61,83.58,62.24,127.0,11.0,73.02,82.36,53.49,218,0,0.0,0,1.0,1.0,37.28
79.34,27.94,58.83,31.34,43.79,41.65,97.97,90.76,127.0,1.0,64.4,100.0,53.33,160,0,0.0,0,0.0,0.0,52.05
65.52,46.58,61.05,60.04,40.34,50.61,79.26,63.0,129.0,5.0,64.1,61.32,50.17,253,0,0.0,0,0.0,0.0,49.36
75.91,70.6,60.72,74.22,53.8,62.7,53.72,36.75,129.0,9.0,58.56,52.67,58.73,299,0,0.0,1,1.0,0.0,60.7
57.58,50.97,45.91,61.9,70.24,58.4,58.51,54.4,133.0,7.0,52.49,46.28,63.77,125,1,0.0,1,0.0,1.0,51.05
77.12,60.4,59.45,55.73,66.55,61.6,50.95,34.34,150.0,8.0,44.43,43.92,65.46,184,0,1.0,0,0.0,0.0,49.91
76.06,59.17,69.28,63.41,70.21,62.57,62.62,36.99,138.0,17.0,35.13,63.08,54.35,216,1,1.0,1,0.0,0.0,55.7
68.84,56.3,46.01,65.64,59.58,63.95,62.65,64.31,,4.0,79.54,40.24,57.43,387,1,0.0,0,1.0,1.0,61.3
61.23,64.21,43.42,49.33,65.67,51.89,59.34,51.42,150.0,12.0,36.34,58.84,49.01,181,0,0.0,0,1.0,0.0,48.49
76.84,41.39,66.81,81.84,56.54,56.04,77.3,90.45,128.0,7.0,90.0,97.5,77.74,122,1,0.0,0,0.0,0.0,61.43
50.78,78.81,51.55,59.41,42.41,42.71,83.91,83.34,150.0,8.0,64.69,62.18,76.24,145,1,0.0,1,0.0,0.0,51.92
66.15,40.36,26.33,35.26,68.87,44.69,41.44,37.26,138.0,75.0,43.19,36.96,54.65,318,0,1.0,0,1.0,0.0,45.35
,,62.23,64.6,55.99,43.24,52.94,24.09,162.0,10.0,39.34,51.19,,160,0,0.0,0,0.0,0.0,38.09
60.67,62.32,52.5,71.21,58.44,54.78,58.08,41.09,153.0,7.0,51.71,40.87,67.36,210,0,1.0,0,1.0,1.0,52.45
77.94,36.1,61.68,89.58,65.56,60.36,96.97,81.55,145.0,0.0,84.38,89.18,75.58,131,1,0.0,0,0.0,0.0,65.03
76.08,50.72,100.0,94.7,54.02,61.66,60.74,86.73,170.0,1.0,80.18,76.17,,270,0,0.0,0,0.0,0.0,52.38
76.8,64.27,49.88,53.63,65.35,55.18,97.81,82.42,154.0,2.0,77.69,100.0,82.4,295,1,0.0,0,0.0,0.0,61.14
34.26,11.74,6.26,56.75,29.63,12.66,71.85,61.07,151.0,9.0,42.27,61.31,45.41,203,0,0.0,0,0.0,0.0,21.69
54.71,57.36,58.22,49.17,62.46,50.5,68.19,57.22,167.0,2.0,44.76,54.28,62.63,166,0,0.0,0,1.0,0.0,56.28
75.79,54.75,56.4,61.9,68.76,54.41,58.5,46.97,154.0,9.0,60.36,50.72,49.39,201,0,0.0,0,1.0,0.0,57.43
63.82,36.84,62.7,71.01,60.94,66.27,76.51,87.72,145.0,5.0,61.03,67.96,79.86,193,0,0.0,0,1.0,1.0,56.87
72.13,36.98,48.4,86.67,59.03,62.71,56.26,59.06,136.0,10.0,51.0,78.26,51.04,220,0,0.0,0,1.0,0.0,45.0
,58.63,41.35,95.08,66.76,70.01,64.56,56.61,103.0,1.0,55.56,77.23,73.5,227,1,1.0,0,0.0,0.0,61.96
82.95,44.02,32.6,83.5,32.37,42.74,92.85,82.72,110.0,9.0,79.4,73.51,64.94,152,0,0.0,0,0.0,0.0,48.7
72.08,44.85,43.19,66.24,50.89,50.52,49.28,53.41,135.0,10.0,49.34,59.01,43.5,209,0,0.0,0,0.0,0.0,44.26
63.79,40.14,39.68,65.46,55.74,41.09,84.07,61.6,132.0,1.0,72.61,70.53,41.1,298,0,0.0,0,0.0,0.0,49.22
65.31,54.25,38.04,62.85,52.65,62.12,47.46,23.73,137.0,11.0,56.51,34.43,51.91,134,0,0.0,0,0.0,0.0,42.85
67.26,23.42,100.0,60.47,36.06,58.7,100.0,79.01,162.0,2.0,79.07,50.13,61.65,256,0,1.0,0,0.0,1.0,61.03
49.31,81.62,22.12,61.03,70.31,46.65,47.7,70.8,123.0,10.0,37.14,76.81,35.19,321,1,0.0,0,1.0,0.0,47.11
57.63,29.1,57.0,81.84,61.86,52.03,67.15,83.94,111.0,4.0,73.23,63.5,65.0,237,0,0.0,1,1.0,1.0,53.31
55.58,47.73,23.64,53.38,32.27,31.17,57.46,60.78,115.0,9.0,76.45,67.83,34.34,210,0,0.0,0,0.0,0.0,28.51
